sentence,clean_text,tokens,label
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,i used to talk on it for hours and the battery would be literally drained and dying,"['i', 'use', 'to', 'talk', 'on', 'it', 'for', 'hour', 'and', 'the', 'batteri', 'would', 'be', 'liter', 'drain', 'and', 'die']",0
It makes very strange ticking noises before it ends the call.,it makes very strange ticking noises before it ends the call,"['it', 'make', 'veri', 'strang', 'tick', 'nois', 'befor', 'it', 'end', 'the', 'call']",0
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew,"['the', 'basic', 'premis', 'is', 'wast', 'sinc', 'it', 'is', 'sidelin', 'by', 'the', 'inexplic', 'focu', 'on', 'the', 'documentari', 'crew']",0
The jerky camera movements were also annoying.  ,the jerky camera movements were also annoying,"['the', 'jerki', 'camera', 'movement', 'were', 'also', 'annoy']",0
The scenery that the two daughters paint and photograph are beautiful.  ,the scenery that the two daughters paint and photograph are beautiful,"['the', 'sceneri', 'that', 'the', 'two', 'daughter', 'paint', 'and', 'photograph', 'are', 'beauti']",1
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,the sweet potato tots were good but the onion rings were perfection or as close as i have had,"['the', 'sweet', 'potato', 'tot', 'were', 'good', 'but', 'the', 'onion', 'ring', 'were', 'perfect', 'or', 'as', 'close', 'as', 'i', 'have', 'had']",1
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip,"['i', 'wa', 'veri', 'pleas', 'to', 'see', 'that', 'i', 'could', 'replac', 'my', 'well', 'travl', 'swivel', 'holster', 'for', 'my', 'blackberri', 'flip']",1
No complaints!,no complaints,"['no', 'complaint']",1
I *heart* this place.,i heart this place,"['i', 'heart', 'thi', 'place']",1
The waitress was friendly and happy to accomodate for vegan/veggie options.,the waitress was friendly and happy to accomodate for vegan veggie options,"['the', 'waitress', 'wa', 'friendli', 'and', 'happi', 'to', 'accomod', 'for', 'vegan', 'veggi', 'option']",1
Clear crisp sound.,clear crisp sound,"['clear', 'crisp', 'sound']",1
It was packed!!,it was packed,"['it', 'wa', 'pack']",0
Linksys should have some way to exchange a bad phone for a refurb unit or something!,linksys should have some way to exchange a bad phone for a refurb unit or something,"['linksi', 'should', 'have', 'some', 'way', 'to', 'exchang', 'a', 'bad', 'phone', 'for', 'a', 'refurb', 'unit', 'or', 'someth']",0
It is practically useless and did not add any kind of boost to my reception after I bought it.,it is practically useless and did not add any kind of boost to my reception after i bought it,"['it', 'is', 'practic', 'useless', 'and', 'did', 'not', 'add', 'ani', 'kind', 'of', 'boost', 'to', 'my', 'recept', 'after', 'i', 'bought', 'it']",0
Once you get inside you'll be impressed with the place.,once you get inside you will be impressed with the place,"['onc', 'you', 'get', 'insid', 'you', 'will', 'be', 'impress', 'with', 'the', 'place']",1
Used and dirty.,used and dirty,"['use', 'and', 'dirti']",0
"I also didn't like the ""on"" button, it felt like it would crack with use.",i also did not like the on button it felt like it would crack with use,"['i', 'also', 'did', 'not', 'like', 'the', 'on', 'button', 'it', 'felt', 'like', 'it', 'would', 'crack', 'with', 'use']",0
I don't have to be an accountant to know I'm getting screwed!,i do not have to be an accountant to know i am getting screwed,"['i', 'do', 'not', 'have', 'to', 'be', 'an', 'account', 'to', 'know', 'i', 'am', 'get', 'screw']",0
"Food was good, service was good, Prices were good.",food was good service was good prices were good,"['food', 'wa', 'good', 'servic', 'wa', 'good', 'price', 'were', 'good']",1
WAAAAAAyyyyyyyyyy over rated is all I am saying.,waaaaaayyyyyyyyyy over rated is all i am saying,"['waaaaaayyyyyyyyyi', 'over', 'rate', 'is', 'all', 'i', 'am', 'say']",0
"A must study for anyone interested in the ""worst sins"" of industrial design.",a must study for anyone interested in the worst sins of industrial design,"['a', 'must', 'studi', 'for', 'anyon', 'interest', 'in', 'the', 'worst', 'sin', 'of', 'industri', 'design']",0
This is an unbelievable BARGAIN!,this is an unbelievable bargain,"['thi', 'is', 'an', 'unbeliev', 'bargain']",1
My fella got the huevos rancheros and they didn't look too appealing.,my fella got the huevos rancheros and they did not look too appealing,"['my', 'fella', 'got', 'the', 'huevo', 'ranchero', 'and', 'they', 'did', 'not', 'look', 'too', 'appeal']",0
Don't waste your time here.,do not waste your time here,"['do', 'not', 'wast', 'your', 'time', 'here']",0
This place is great!!!!!!!!!!!!!!,this place is great,"['thi', 'place', 'is', 'great']",1
"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",i think it was robert ryans best film because he portrayed someone like my father and he was a schizophrenic in real life my father although he never murdered anyone but was affected more so during the second world war which made him worse,"['i', 'think', 'it', 'wa', 'robert', 'ryan', 'best', 'film', 'becaus', 'he', 'portray', 'someon', 'like', 'my', 'father', 'and', 'he', 'wa', 'a', 'schizophren', 'in', 'real', 'life', 'my', 'father', 'although', 'he', 'never', 'murder', 'anyon', 'but', 'wa', 'affect', 'more', 'so', 'dure', 'the', 'second', 'world', 'war', 'which', 'made', 'him', 'wors']",1
Works well.,works well,"['work', 'well']",1
Worst software ever used.... If I could give this zero stars I would.,worst software ever used if i could give this zero stars i would,"['worst', 'softwar', 'ever', 'use', 'if', 'i', 'could', 'give', 'thi', 'zero', 'star', 'i', 'would']",0
"Nice case, feels good in your hands.",nice case feels good in your hands,"['nice', 'case', 'feel', 'good', 'in', 'your', 'hand']",1
Disappointed with battery.,disappointed with battery,"['disappoint', 'with', 'batteri']",0
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",mark my words this is one of those cult films like evil dead or phantasm that people will still be discovering and falling in love with years down the line,"['mark', 'my', 'word', 'thi', 'is', 'one', 'of', 'those', 'cult', 'film', 'like', 'evil', 'dead', 'or', 'phantasm', 'that', 'peopl', 'will', 'still', 'be', 'discov', 'and', 'fall', 'in', 'love', 'with', 'year', 'down', 'the', 'line']",1
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",pros good camera very nice pictures also has cool styles like black and white and more,"['pro', 'good', 'camera', 'veri', 'nice', 'pictur', 'also', 'ha', 'cool', 'style', 'like', 'black', 'and', 'white', 'and', 'more']",1
This one just fails to create any real suspense.  ,this one just fails to create any real suspense,"['thi', 'one', 'just', 'fail', 'to', 'creat', 'ani', 'real', 'suspens']",0
Always a pleasure dealing with him.,always a pleasure dealing with him,"['alway', 'a', 'pleasur', 'deal', 'with', 'him']",1
"I had strawberry tea, which was good.",i had strawberry tea which was good,"['i', 'had', 'strawberri', 'tea', 'which', 'wa', 'good']",1
Excellent sound quality.,excellent sound quality,"['excel', 'sound', 'qualiti']",1
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,it was a riot to see hugo weaving play a sex obsessed gay real estate salesman who uses his clients houses for his trysts with the flaming darren tom hollander,"['it', 'wa', 'a', 'riot', 'to', 'see', 'hugo', 'weav', 'play', 'a', 'sex', 'obsess', 'gay', 'real', 'estat', 'salesman', 'who', 'use', 'hi', 'client', 'hous', 'for', 'hi', 'tryst', 'with', 'the', 'flame', 'darren', 'tom', 'holland']",1
This is cool because most cases are just open there allowing the screen to get all scratched up.,this is cool because most cases are just open there allowing the screen to get all scratched up,"['thi', 'is', 'cool', 'becaus', 'most', 'case', 'are', 'just', 'open', 'there', 'allow', 'the', 'screen', 'to', 'get', 'all', 'scratch', 'up']",1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,"['they', 'also', 'now', 'serv', 'indian', 'naan', 'bread', 'with', 'hummu', 'and', 'some', 'spici', 'pine', 'nut', 'sauc', 'that', 'wa', 'out', 'of', 'thi', 'world']",1
The update procedure is difficult and cumbersome.,the update procedure is difficult and cumbersome,"['the', 'updat', 'procedur', 'is', 'difficult', 'and', 'cumbersom']",0
The service was terrible though.,the service was terrible though,"['the', 'servic', 'wa', 'terribl', 'though']",0
Editing: The editing of this film was phenomenal in my opinion.  ,editing the editing of this film was phenomenal in my opinion,"['edit', 'the', 'edit', 'of', 'thi', 'film', 'wa', 'phenomen', 'in', 'my', 'opinion']",1
I love the fact that everything on their menu is worth it.,i love the fact that everything on their menu is worth it,"['i', 'love', 'the', 'fact', 'that', 'everyth', 'on', 'their', 'menu', 'is', 'worth', 'it']",1
"I love the owner/chef, his one authentic Japanese cool dude!",i love the owner chef his one authentic japanese cool dude,"['i', 'love', 'the', 'owner', 'chef', 'hi', 'one', 'authent', 'japanes', 'cool', 'dude']",1
"Obviously they have a terrible customer service, so you get what you pay for.",obviously they have a terrible customer service so you get what you pay for,"['obvious', 'they', 'have', 'a', 'terribl', 'custom', 'servic', 'so', 'you', 'get', 'what', 'you', 'pay', 'for']",0
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,the script looks as if only a rough draft was written and shooting began before a finished script was completed,"['the', 'script', 'look', 'as', 'if', 'onli', 'a', 'rough', 'draft', 'wa', 'written', 'and', 'shoot', 'began', 'befor', 'a', 'finish', 'script', 'wa', 'complet']",0
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,this mostly routine fact based tv drama gets a boost from the fine performance by cole,"['thi', 'mostli', 'routin', 'fact', 'base', 'tv', 'drama', 'get', 'a', 'boost', 'from', 'the', 'fine', 'perform', 'by', 'cole']",1
It was a great phone.,it was a great phone,"['it', 'wa', 'a', 'great', 'phone']",1
"Oh this is such a thing of beauty, this restaurant.",oh this is such a thing of beauty this restaurant,"['oh', 'thi', 'is', 'such', 'a', 'thing', 'of', 'beauti', 'thi', 'restaur']",1
"It never condescends, all the characters have good genuine hearts and believable problems.  ",it never condescends all the characters have good genuine hearts and believable problems,"['it', 'never', 'condescend', 'all', 'the', 'charact', 'have', 'good', 'genuin', 'heart', 'and', 'believ', 'problem']",1
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,"['to', 'summar', 'the', 'food', 'wa', 'incred', 'nay', 'transcend', 'but', 'noth', 'bring', 'me', 'joy', 'quit', 'like', 'the', 'memori', 'of', 'the', 'pneumat', 'condiment', 'dispens']",1
Im in AZ all the time and now have my new spot.,im in az all the time and now have my new spot,"['im', 'in', 'az', 'all', 'the', 'time', 'and', 'now', 'have', 'my', 'new', 'spot']",1
I can't use this case because the smell is disgusting.,i cannot use this case because the smell is disgusting,"['i', 'cannot', 'use', 'thi', 'case', 'becaus', 'the', 'smell', 'is', 'disgust']",0
Nothing new there.  ,nothing new there,"['noth', 'new', 'there']",0
"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",this item is great installed it let it charged up overnite and it has been working good every since with no problems,"['thi', 'item', 'is', 'great', 'instal', 'it', 'let', 'it', 'charg', 'up', 'overnit', 'and', 'it', 'ha', 'been', 'work', 'good', 'everi', 'sinc', 'with', 'no', 'problem']",1
I think food should have flavor and texture and both were lacking.,i think food should have flavor and texture and both were lacking,"['i', 'think', 'food', 'should', 'have', 'flavor', 'and', 'textur', 'and', 'both', 'were', 'lack']",0
very disappointed.,very disappointed,"['veri', 'disappoint']",0
"It was so bad, I had lost the heart to finish it.",it was so bad i had lost the heart to finish it,"['it', 'wa', 'so', 'bad', 'i', 'had', 'lost', 'the', 'heart', 'to', 'finish', 'it']",0
" The structure of this film is easily the most tightly constructed in the history of cinema.  	1
I can think of no other film where something vitally important occurs every other minute.  	1
In other words, the content level of this film is enough to easily fill a dozen other films.  	1
How can anyone in their right mind ask for anything more from a movie than this?  	1
It's quite simply the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainly pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste your money on this game.  	1
This is the kind of money that is wasted properly.  	1
Actually, the graphics were good at the time.  	1
Today the graphics are crap.  	0
As they say in Canada, This is the fun game, aye.  	1
This game rocks.  	1
Buy it, play it, enjoy it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
I wasn't the least bit interested.  	0
Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  	0
But it's just not funny.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The story itself is just predictable and lazy.  	0
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviously meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  	1
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whiny and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, story line, performances.  	1
Totally believable.  	1
Anne Heche was utterly convincing.  	1
Sam Shepard's portrayal of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjoyed reading this book to my children when they were little.  	1
I was very disappointed in the movie.  	0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totally unnecessary train/roller coaster scene.  	0
There was absolutely no warmth or charm to these scenes or characters.  	0
This movie totally grates on my nerves.  	0
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  	0
And, quite honestly, often its not very good.  	0
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  	0
There are some generally great things in it.  	1
I wouldn't say they're worth 2 hours of your time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If you want a movie that's not gross but gives you some chills, this is a great choice.  	1
Alexander Nevsky is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.  ",the structure of this film is easily the most tightly constructed in the history of cinema i can think of no other film where something vitally important occurs every other minute in other words the content level of this film is enough to easily fill a dozen other films how can anyone in their right mind ask for anything more from a movie than this it is quite simply the highest most superlative form of cinema imaginable yes this film does require a rather significant amount of puzzle solving but the pieces fit together to create a beautiful picture this short film certainly pulls no punches graphics is far from the best part of the game this is the number one best th game in the series it deserves strong love it is an insane game there are massive levels massive unlockable characters it is just a massive game waste your money on this game this is the kind of money that is wasted properly actually the graphics were good at the time today the graphics are crap as they say in canada this is the fun game aye this game rocks buy it play it enjoy it love it it is pure brilliance this was a flick doomed from its conception the very idea of it was lame take a minor character from a mediocre pg film and make a complete non sequel while changing its tone to a pg rated family movie i wasn t the least bit interested not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie and i am not exaggerating every moment every plot point every joke is told in the trailer but it is just not funny but even the talented carrell cannot save this his co stars do not fare much better with people like morgan freeman jonah hill and ed helms just wasted the story itself is just predictable and lazy the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue green screen work i have ever seen but whatever it was that cost them so much it did not translate to quality that is for sure the film succeeds despite or perhaps because of an obviously meagre budget i am glad the film did not go for the most obvious choice as a lesser film certainly would have in addition to having one of the most lovely songs ever written french cancan also boasts one of the cutest leading ladies ever to grace the screen it is hard not to fall head over heels in love with that girl on the negative it is insipid enough to cause regret for another hours of life wasted in front of the screen long whiny and pointless but i recommend waiting for their future efforts let this one go excellent cast story line performances totally believable anne heche was utterly convincing sam shepard s portrayal of a gung ho marine was sobering i sat riveted to the tv screen all in all i give this one a resounding out of i do think tom hanks is a good actor i enjoyed reading this book to my children when they were little i was very disappointed in the movie one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard there is a totally unnecessary train roller coaster scene there was absolutely no warmth or charm to these scenes or characters this movie totally grates on my nerves the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether they are delivering the line well but whether the line itself is any good and quite honestly often its not very good often the dialogue does not really follow from one line to another or fit the surroundings it crackles with an unpredictable youthful energy but honestly i found it hard to follow and concentrate on it meanders so badly there are some generally great things in it i would not say they are worth hours of your time though the suspense builders were good just cross the line from g to pg i especially liked the non cliche choices with the parents in other movies i could predict the dialog verbatim but the writing in this movie made better selections if you want a movie that is not gross but gives you some chills this is a great choice alexander nevsky is a great film he is an amazing film artist one of the most important whoever lived i am glad this pretentious piece of s did not do as planned by the dodge stratus big shots it is gonna help movie makers who are not in the very restrained movie business of québec,"['the', 'structur', 'of', 'thi', 'film', 'is', 'easili', 'the', 'most', 'tightli', 'construct', 'in', 'the', 'histori', 'of', 'cinema', 'i', 'can', 'think', 'of', 'no', 'other', 'film', 'where', 'someth', 'vital', 'import', 'occur', 'everi', 'other', 'minut', 'in', 'other', 'word', 'the', 'content', 'level', 'of', 'thi', 'film', 'is', 'enough', 'to', 'easili', 'fill', 'a', 'dozen', 'other', 'film', 'how', 'can', 'anyon', 'in', 'their', 'right', 'mind', 'ask', 'for', 'anyth', 'more', 'from', 'a', 'movi', 'than', 'thi', 'it', 'is', 'quit', 'simpli', 'the', 'highest', 'most', 'superl', 'form', 'of', 'cinema', 'imagin', 'ye', 'thi', 'film', 'doe', 'requir', 'a', 'rather', 'signific', 'amount', 'of', 'puzzl', 'solv', 'but', 'the', 'piec', 'fit', 'togeth', 'to', 'creat', 'a', 'beauti', 'pictur', 'thi', 'short', 'film', 'certainli', 'pull', 'no', 'punch', 'graphic', 'is', 'far', 'from', 'the', 'best', 'part', 'of', 'the', 'game', 'thi', 'is', 'the', 'number', 'one', 'best', 'th', 'game', 'in', 'the', 'seri', 'it', 'deserv', 'strong', 'love', 'it', 'is', 'an', 'insan', 'game', 'there', 'are', 'massiv', 'level', 'massiv', 'unlock', 'charact', 'it', 'is', 'just', 'a', 'massiv', 'game', 'wast', 'your', 'money', 'on', 'thi', 'game', 'thi', 'is', 'the', 'kind', 'of', 'money', 'that', 'is', 'wast', 'properli', 'actual', 'the', 'graphic', 'were', 'good', 'at', 'the', 'time', 'today', 'the', 'graphic', 'are', 'crap', 'as', 'they', 'say', 'in', 'canada', 'thi', 'is', 'the', 'fun', 'game', 'aye', 'thi', 'game', 'rock', 'buy', 'it', 'play', 'it', 'enjoy', 'it', 'love', 'it', 'it', 'is', 'pure', 'brillianc', 'thi', 'wa', 'a', 'flick', 'doom', 'from', 'it', 'concept', 'the', 'veri', 'idea', 'of', 'it', 'wa', 'lame', 'take', 'a', 'minor', 'charact', 'from', 'a', 'mediocr', 'pg', 'film', 'and', 'make', 'a', 'complet', 'non', 'sequel', 'while', 'chang', 'it', 'tone', 'to', 'a', 'pg', 'rate', 'famili', 'movi', 'i', 'wasn', 't', 'the', 'least', 'bit', 'interest', 'not', 'onli', 'did', 'it', 'onli', 'confirm', 'that', 'the', 'film', 'would', 'be', 'unfunni', 'and', 'gener', 'but', 'it', 'also', 'manag', 'to', 'give', 'away', 'the', 'entir', 'movi', 'and', 'i', 'am', 'not', 'exagger', 'everi', 'moment', 'everi', 'plot', 'point', 'everi', 'joke', 'is', 'told', 'in', 'the', 'trailer', 'but', 'it', 'is', 'just', 'not', 'funni', 'but', 'even', 'the', 'talent', 'carrel', 'cannot', 'save', 'thi', 'hi', 'co', 'star', 'do', 'not', 'fare', 'much', 'better', 'with', 'peopl', 'like', 'morgan', 'freeman', 'jonah', 'hill', 'and', 'ed', 'helm', 'just', 'wast', 'the', 'stori', 'itself', 'is', 'just', 'predict', 'and', 'lazi', 'the', 'onli', 'real', 'effect', 'work', 'is', 'the', 'presenc', 'of', 'all', 'the', 'anim', 'and', 'the', 'integr', 'of', 'those', 'into', 'the', 'scene', 'is', 'some', 'of', 'the', 'worst', 'and', 'most', 'obviou', 'blue', 'green', 'screen', 'work', 'i', 'have', 'ever', 'seen', 'but', 'whatev', 'it', 'wa', 'that', 'cost', 'them', 'so', 'much', 'it', 'did', 'not', 'translat', 'to', 'qualiti', 'that', 'is', 'for', 'sure', 'the', 'film', 'succe', 'despit', 'or', 'perhap', 'becaus', 'of', 'an', 'obvious', 'meagr', 'budget', 'i', 'am', 'glad', 'the', 'film', 'did', 'not', 'go', 'for', 'the', 'most', 'obviou', 'choic', 'as', 'a', 'lesser', 'film', 'certainli', 'would', 'have', 'in', 'addit', 'to', 'have', 'one', 'of', 'the', 'most', 'love', 'song', 'ever', 'written', 'french', 'cancan', 'also', 'boast', 'one', 'of', 'the', 'cutest', 'lead', 'ladi', 'ever', 'to', 'grace', 'the', 'screen', 'it', 'is', 'hard', 'not', 'to', 'fall', 'head', 'over', 'heel', 'in', 'love', 'with', 'that', 'girl', 'on', 'the', 'neg', 'it', 'is', 'insipid', 'enough', 'to', 'caus', 'regret', 'for', 'anoth', 'hour', 'of', 'life', 'wast', 'in', 'front', 'of', 'the', 'screen', 'long', 'whini', 'and', 'pointless', 'but', 'i', 'recommend', 'wait', 'for', 'their', 'futur', 'effort', 'let', 'thi', 'one', 'go', 'excel', 'cast', 'stori', 'line', 'perform', 'total', 'believ', 'ann', 'hech', 'wa', 'utterli', 'convinc', 'sam', 'shepard', 's', 'portray', 'of', 'a', 'gung', 'ho', 'marin', 'wa', 'sober', 'i', 'sat', 'rivet', 'to', 'the', 'tv', 'screen', 'all', 'in', 'all', 'i', 'give', 'thi', 'one', 'a', 'resound', 'out', 'of', 'i', 'do', 'think', 'tom', 'hank', 'is', 'a', 'good', 'actor', 'i', 'enjoy', 'read', 'thi', 'book', 'to', 'my', 'children', 'when', 'they', 'were', 'littl', 'i', 'wa', 'veri', 'disappoint', 'in', 'the', 'movi', 'one', 'charact', 'is', 'total', 'annoy', 'with', 'a', 'voic', 'that', 'give', 'me', 'the', 'feel', 'of', 'fingernail', 'on', 'a', 'chalkboard', 'there', 'is', 'a', 'total', 'unnecessari', 'train', 'roller', 'coaster', 'scene', 'there', 'wa', 'absolut', 'no', 'warmth', 'or', 'charm', 'to', 'these', 'scene', 'or', 'charact', 'thi', 'movi', 'total', 'grate', 'on', 'my', 'nerv', 'the', 'perform', 'are', 'not', 'improv', 'by', 'improvis', 'becaus', 'the', 'actor', 'now', 'have', 'twice', 'as', 'much', 'to', 'worri', 'about', 'not', 'onli', 'whether', 'they', 'are', 'deliv', 'the', 'line', 'well', 'but', 'whether', 'the', 'line', 'itself', 'is', 'ani', 'good', 'and', 'quit', 'honestli', 'often', 'it', 'not', 'veri', 'good', 'often', 'the', 'dialogu', 'doe', 'not', 'realli', 'follow', 'from', 'one', 'line', 'to', 'anoth', 'or', 'fit', 'the', 'surround', 'it', 'crackl', 'with', 'an', 'unpredict', 'youth', 'energi', 'but', 'honestli', 'i', 'found', 'it', 'hard', 'to', 'follow', 'and', 'concentr', 'on', 'it', 'meander', 'so', 'badli', 'there', 'are', 'some', 'gener', 'great', 'thing', 'in', 'it', 'i', 'would', 'not', 'say', 'they', 'are', 'worth', 'hour', 'of', 'your', 'time', 'though', 'the', 'suspens', 'builder', 'were', 'good', 'just', 'cross', 'the', 'line', 'from', 'g', 'to', 'pg', 'i', 'especi', 'like', 'the', 'non', 'clich', 'choic', 'with', 'the', 'parent', 'in', 'other', 'movi', 'i', 'could', 'predict', 'the', 'dialog', 'verbatim', 'but', 'the', 'write', 'in', 'thi', 'movi', 'made', 'better', 'select', 'if', 'you', 'want', 'a', 'movi', 'that', 'is', 'not', 'gross', 'but', 'give', 'you', 'some', 'chill', 'thi', 'is', 'a', 'great', 'choic', 'alexand', 'nevski', 'is', 'a', 'great', 'film', 'he', 'is', 'an', 'amaz', 'film', 'artist', 'one', 'of', 'the', 'most', 'import', 'whoever', 'live', 'i', 'am', 'glad', 'thi', 'pretenti', 'piec', 'of', 's', 'did', 'not', 'do', 'as', 'plan', 'by', 'the', 'dodg', 'stratu', 'big', 'shot', 'it', 'is', 'gonna', 'help', 'movi', 'maker', 'who', 'are', 'not', 'in', 'the', 'veri', 'restrain', 'movi', 'busi', 'of', 'qu', 'bec']",0
When my mom and I got home she immediately got sick and she only had a few bites of salad.,when my mom and i got home she immediately got sick and she only had a few bites of salad,"['when', 'my', 'mom', 'and', 'i', 'got', 'home', 'she', 'immedi', 'got', 'sick', 'and', 'she', 'onli', 'had', 'a', 'few', 'bite', 'of', 'salad']",0
"Their menu is diverse, and reasonably priced.",their menu is diverse and reasonably priced,"['their', 'menu', 'is', 'divers', 'and', 'reason', 'price']",1
I won't try going back there even if it's empty.,i will not try going back there even if it is empty,"['i', 'will', 'not', 'tri', 'go', 'back', 'there', 'even', 'if', 'it', 'is', 'empti']",0
I had a seriously solid breakfast here.,i had a seriously solid breakfast here,"['i', 'had', 'a', 'serious', 'solid', 'breakfast', 'here']",1
Could not get strong enough signal.,could not get strong enough signal,"['could', 'not', 'get', 'strong', 'enough', 'signal']",0
Food was below average.,food was below average,"['food', 'wa', 'below', 'averag']",0
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,i recommend igo to anyone with different brand cell phones mp3 players in the family,"['i', 'recommend', 'igo', 'to', 'anyon', 'with', 'differ', 'brand', 'cell', 'phone', 'mp', 'player', 'in', 'the', 'famili']",1
"This was a poor remake of ""My Best Friends Wedding"".  ",this was a poor remake of my best friends wedding,"['thi', 'wa', 'a', 'poor', 'remak', 'of', 'my', 'best', 'friend', 'wed']",0
This place is disgusting!,this place is disgusting,"['thi', 'place', 'is', 'disgust']",0
"Best of all is the rotating feature, very helpful.",best of all is the rotating feature very helpful,"['best', 'of', 'all', 'is', 'the', 'rotat', 'featur', 'veri', 'help']",1
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",i own a jabra earset and was very happy with it but the sound quality especially outgoing on this is better,"['i', 'own', 'a', 'jabra', 'earset', 'and', 'wa', 'veri', 'happi', 'with', 'it', 'but', 'the', 'sound', 'qualiti', 'especi', 'outgo', 'on', 'thi', 'is', 'better']",1
"Speaking of the music, it is unbearably predictably and kitchy.  ",speaking of the music it is unbearably predictably and kitchy,"['speak', 'of', 'the', 'music', 'it', 'is', 'unbear', 'predict', 'and', 'kitchi']",0
This may be the only bad film he ever made.  ,this may be the only bad film he ever made,"['thi', 'may', 'be', 'the', 'onli', 'bad', 'film', 'he', 'ever', 'made']",0
My sister has one also and she loves it.,my sister has one also and she loves it,"['my', 'sister', 'ha', 'one', 'also', 'and', 'she', 'love', 'it']",1
Bacon is hella salty.,bacon is hella salty,"['bacon', 'is', 'hella', 'salti']",1
I love the decor with the Chinese calligraphy wall paper.,i love the decor with the chinese calligraphy wall paper,"['i', 'love', 'the', 'decor', 'with', 'the', 'chines', 'calligraphi', 'wall', 'paper']",1
The result is a film that just don't look right.  ,the result is a film that just do not look right,"['the', 'result', 'is', 'a', 'film', 'that', 'just', 'do', 'not', 'look', 'right']",0
